Name,Uses,Url
Fexy,Treatment of Sneezing and runny nose due to allergiesTreatment of Allergic conditions,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/rwpnbndpxspr4g4yh5tg.jpg"
Flacort,Treatment of Inflammatory conditionsTreatment of Autoimmune conditionsTreatment of Cancer,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/388160a385db4d51a8d831b3143716df.jpg"
Fluner,Prevention of Migraine,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/874ea844279743ae9cae424b1bdde36f.jpg"
Floatin,Treatment of DepressionTreatment of Panic disorderTreatment of Obsessive-compulsive disorder,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/nlywp6v47rxhz24m0fcz.jpg"
Forcef,Treatment of Bacterial infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/xtpqy9hddvdqpaoz0dol.jpg"
Flexabenz, Muscle relaxation,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/zoq4bcyai3r147w2fjfo.jpg"
Fungikem,Treatment of Fungal infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/y3zgyf88okls3fhrbfgy.jpg"
Forcef-CV,Treatment of Bacterial infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/f4b0fe4a53964afdba9bc5a698e607d9.jpg"
Floxip,Treatment of Bacterial infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/4c151d06b29b4334b183aed49921bbdf.jpg"
Frusenex,Treatment of Hypertension (high blood pressure)Treatment of Edema,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/dpfjklkocebscir2pguu.jpg"
Faceclin,Treatment of Acne,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/qne9oaxrvndwg87f9acy.jpg"
Flohale,Treatment and prevention of Asthma,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/y6vaihhfeeevosaluzdo.jpg"
Funzi-NM,Treatment of Skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/hhjn6fuduflusjie6jwr.jpg"
Forcan,Treatment of Fungal infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/b1770c210cf1489c91d6faff4a650ae4.jpg"
Fintop-AF, Fungal nail infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/ec2w4muxufc7xnocnj1t.jpg"
Flexaid, Osteoarthritis,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/5d6485dc0b2c4ca19f818859fd057968.jpg"
Finacet,Treatment of Hair loss,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/7792fbf4ad224e8794969b07de6a6eb0.jpg"
Flumet,Treatment of Fungal infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/a2402fe3d1f244bdad73773219aee360.jpg"
Futop,Treatment of Bacterial skin infections Bacterial eye infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/bvmyyxagyp34kdfzw9gn.jpg"
Folitrax,Treatment of Cancer,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/ko9ivvrgyvu8ssnodrit.jpg"
Flurish,Treatment and prevention of postmenopausal Osteoporosis,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/dyvtut6tb8gvp3m4wfbb.jpg"
Fudic, Skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/eatl2adzjc0jn21opcnx.jpg"
Fullform, Chronic obstructive pulmonary disease (COPD),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/pbqfrksajrnwvfx53iff.jpg"
Flublock-AZ,Treatment of Sneezing and runny nose due to allergies,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/iqb6lxgkgzcnxnf46q2j.jpg"
Flucold,Treatment of Common cold,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/7ef4552d81ac464fadf98041ee0d94f9.jpg"
Femovan, Contraception,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/e4x5ohsds8irgsqhqzfn.jpg"
Fine, Neuropathic pain,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/o0p6x3kigeca5racq2md.jpg"
Fluvoxin, Depression Obsessive-compulsive disorder,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/pyoptqg0zscmqempmrbx.jpg"
Fomtide,Treatment of Chronic obstructive pulmonary disease (COPD),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/xq8dharhxjnprf3pwj8b.jpg"
Fusigen, Bacterial skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/ac90af04a2d94bc193ca5043a1e7f751.jpg"
FCN,Treatment of Fungal infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/9855ffd47dcd4795a410fc63139ac28b.jpg"
Flutrol,Treatment of Chronic obstructive pulmonary disease (COPD),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/4f6fef32e4e1498a978229108933b064.jpg"
Ferinject,Treatment of Iron deficiency anemia,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/dlkjxcootk6p4ag6qaet.jpg"
Fubox,Treatment of Gout,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/da3cf25c7d9e4e879b285df0fa4ea460.jpg"
Freego,Treatment of Constipation,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/a29tix2cxqbszqqibrj0.jpg"
Fucidin, Bacterial skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/vutqtj1zcavqhpbvvnkp.jpg"
Funzi-IT,Treatment of Fungal infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/da23869a12cd4eb59093348ee2e97248.jpg"
Femoston, Hormone replacement therapy,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/d9c36c1682e747b097e5739ef8b4f3db.jpg"
Finabald,Treatment of Hair loss,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/76726d17b6ac449ca6464d39a4843016.jpg"
Fertolet,Treatment of Breast cancerTreatment of Infertility due to anovulation,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/c954f32541d7441baa2ffbb9815bc22d.jpg"
Feldex, Pain relief,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/tp410e2jwekgess50hq2.jpg"
Febuxor,Treatment of Gout,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/w2etb0xjmptfkhsdmtkv.jpg"
Fabiflu,Treatment of Coronavirus disease (COVID-19),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/gc4ec0bcf0sswd7exes2.jpg"
Femipristal, Uterine fibroids,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/wqu3wake9unabq3e8nxe.jpg"
Fegus, Fungal infections of vagina,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/b13d8b3ff56047139b0bf287b74b64b6.jpg"
FML,Treatment of Bacterial eye infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/eoowwndwyvomw8oiykf4.jpg"
Fosfona, Bacterial infections of urinary tract,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/76e4f25b0a3745a4bb50235405483b71.jpg"
Flavedon,Treatment of Angina (heart-related chest pain),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/unfab09kzbfcelbzj69t.jpg"
Finecef,Treatment of Bacterial infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/51683e2969694047b632314166d01261.jpg"
Fragmin,Treatment and prevention of Blood clots,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/ecdddc55a48c4804a1eb4d288efa15c7.jpg"
Fibrodone,Treatment of Idiopathic pulmonary fibrosis,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/eo5xq2keo49r6rtxgwgx.jpg"
Febrinil, Pain reliefTreatment of Fever,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/dhp4ovs2b7aq9huif7sz.jpg"
Febuset,Treatment of Gout,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/dyflgvq0ohd338wnnxvf.jpg"
Flomon, Redness and swelling in the eye,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/b502007e5dd647198a24f7b9a012f19d.jpg"
Fondaflo, Deep vein thrombosis Pulmonary embolism,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/nihwcgiumyzjcqowfgsw.jpg"
Flonida, Actinic keratosis,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/assji7slpyxigjloxjw5.jpg"
Febutax,Treatment of Gout,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/c90svybkpjzczp74on5e.jpg"
Febugood,Treatment of Gout,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/mayvxwivapzyu2ncgenr.jpg"
Fusys,Treatment of Fungal infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/7814d9f0fdf44b3ba26e90ec6c1a7f9c.jpg"
Formin,Treatment of Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/3bcbc950d2f0476abb90364c6b374542.jpg"
Fungicros,Treatment of Fungal infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/kfmsf5eyy8ndwosdloyk.jpg"
Floace-T,Treatment of Bacterial eye infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/7772a680fcd64ebb98511fd9475dd935.jpg"
Flurbin,Treatment of Post-operative eye pain and inflammation,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/wt7eab3wrkwswxwf1daj.jpg"
Fusigen-DP, Skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/4af2e23e26bf44cca0b01a8eb2523a87.jpg"
FXR,Treatment of Primary biliary cirrhosis,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/4ae1a5dff2424d8f9f24970c142601e3.jpg"
Flucort, Skin conditions with inflammation & itching,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/jyzk5qi5vnlsdeian3dr.jpg"
Formoflo,Treatment of Chronic obstructive pulmonary disease (COPD),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/dghcgad9d5sjcskcoyu6.jpg"
Femcinol-ADP,Treatment of Acne,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/esu7bfsfp0mfjd73jmfa.jpg"
Fludac,Treatment of DepressionTreatment of Panic disorderTreatment of Obsessive-compulsive disorder,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/pseyafwubj10ulriuqvb.jpg"
Flexbumin, Short term fluid replacement after trauma,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/thpewrhuvqkroeefxolv.jpg"
Flavospas,Treatment of Urinary tract infections (UTIs),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/15592ed9e9a8401ca58031915678ea74.jpg"
Fevago, Pain reliefTreatment of Fever,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/ddjpylibefqi8se5cnzw.jpg"
Folisurge, Female infertility Male hypogonadism,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/djwryiovtd3ig0esnrkc.jpg"
Fiasp,Treatment of Diabetes,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/hiiahyd92wuoedtvmxn7.jpg"
Finobrate, High cholesterol,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/005d2dc60ba44f699eec4a98ea8045c7.jpg"
Fludot, Benzodiazepine overdose,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/b32b4e8f88014d1a9611e9e069757ce9.jpg"
Fungeeheal,Treatment of Fungal infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/8f60349e37e844caaee3c18bd008045f.jpg"
Fenceta, Pain reliefTreatment of Fever,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/5eb67b1c0b3e4fe8abf70b0c9da03620.jpg"
Fusinol, Skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/05c5c8a0a6654c47b890dcfb99c77179.jpg"
Fexova,Treatment of Sneezing and runny nose due to allergiesTreatment of Allergic conditions,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/ncqur90ojrohjbgbvu7j.jpg"
Febumac,Treatment of Gout,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/nrmy3foqn8o6p9xvbadg.jpg"
Frext, Depression Obsessive-compulsive disorder,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/smpbezsz5x7fg3bqtzd9.jpg"
Fungiset,Treatment of Fungal infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/245d3e3fdba94f709c026ce1d9b7c721.jpg"
ForAir,Treatment of Chronic obstructive pulmonary disease (COPD),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/euu6loffbtfhvgpq173t.jpg"
Fosavance, Osteoporosis,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/uqvmnh5hwuyqewlkeb80.jpg"
Fortibile,Treatment of Primary biliary cirrhosisTreatment of Gallbladder stones,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/p4j8vsiqa1l0yplmbtqt.jpg"
Facer, Pain relief,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/6f13b7f9785a43daa40e126e863c020d.jpg"
Formosone,Treatment of Chronic obstructive pulmonary disease (COPD),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/sdr5u6d7dkxqlcmt59cw.jpg"
Flecarite, Arrhythmia,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/mlytq27n7dksbmsdtzcx.jpg"
Fenazol,Treatment of Fungal infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/giciu2stf4v4oprfmrzl.jpg"
Finehart,Treatment of High cholesterolPrevention of Heart attack,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/a2d6jbkzhakc3w1zucur.jpg"
Flutivate,Treatment of Skin conditions with inflammation & itching,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/7f9b704787bf43868c51d2b6b6f550ac.jpg"
Fexolife,Treatment of Sneezing and runny nose due to allergies,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/37abd98d15e34d21a14aff1edf19eaad.jpg"
Febuvel,Treatment of Gout,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/c0c7640de0b7475a86c00203787ea155.jpg"
Feliz-S,Treatment of DepressionTreatment of Anxiety disorderTreatment of Panic disorder,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/thtzszh1zomzt8wkjstu.jpg"
FZHH,Treatment of Fungal infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/tenh34n7fuarjlkb5ard.jpg"
Fbt,Treatment of Gout,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/ad2a36a52d9c4289b0e38b8ac93204ab.jpg"
Fiberlact,Treatment of Constipation,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/arydspvuzs95bxeyj2bj.jpg"
Fungdid,Treatment of Fungal skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/918c788a4bb64c6f9401b410826ceaf4.jpg"
FT-Mac,Treatment of Bacterial skin infections Bacterial eye infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/ipqx73e9xglbcsi2x9bo.jpg"
Fluvator, Depression Obsessive-compulsive disorder,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/ckz4u3ej4wi1vbvhsxb6.jpg"
Fenixa,Treatment of Sneezing and runny nose due to allergiesTreatment of Allergic conditions,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/td46z89dk1uhoy226kzs.jpg"
Fasigyn, Bacterial infections Parasitic infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/futioeltofyshilsrt0i.jpg"
Fenocor, High cholesterol,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/9ac3c91d6ac842219fac3694a096688a.jpg"
Fourderm,Treatment of Skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/twx0mglkwyt0iodq0utq.jpg"
For-IC,Treatment of Interstitial cystitis,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/db2c920a9dcf40e3a9b80cd11a961fa7.jpg"
Floace, Redness and swelling in the eye,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/vhsrtuiwmgodkxncwr6b.jpg"
Fluticort,Treatment of Chronic obstructive pulmonary disease (COPD),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/e2f7a2f14ba04d9ea1a6c885b8d39d3c.jpg"
Flutee,Treatment of DepressionTreatment of Panic disorderTreatment of Obsessive-compulsive disorder,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/62b28a69367a4efb980aeca3b615c3ce.jpg"
Flutas,Treatment of Fungal infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/038d1c4c84774d1c8e42b5730879e480.jpg"
Feboxa,Treatment of Gout,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/4e45413180da412f8f3b28f9a4cf9b46.jpg"
Fusee,Treatment of Bacterial skin infections Bacterial eye infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/rkpzrsv68frt4feu3dxq.jpg"
Fexofen,Treatment of Sneezing and runny nose due to allergiesTreatment of Allergic conditions,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/izapz6cvtw4iam09uooe.jpg"
Foligraf, Female infertility,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/a847444cff844f478e8c09ed7e404ec8.jpg"
Faxicad,Treatment of Hepatic encephalopathyTreatment of Infectious diarrhea,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/c9ea4bb93a174a51b30a6175ac755370.jpg"
Fungizole, Fungal skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/nvljvj8bmods5nygfsds.jpg"
FM, Severe allergic reactionsTreatment of Skin conditions with inflammation & itching,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/xjmcf5gy1gyayzc7ekkb.jpg"
Fondum, Deep vein thrombosis Pulmonary embolism,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/l3wemjxgeuov7xapumqx.jpg"
Fondared, Deep vein thrombosis Pulmonary embolism,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/a1797b30c4ed4c159332caa22613470f.jpg"
Formost, Chronic obstructive pulmonary disease (COPD),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/elxouoxqckgvi5f5zxyu.jpg"
Fusiwal,Treatment of Bacterial skin infections Bacterial eye infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/tqnmmw34kewpmrcaj7ns.jpg"
Freelac,Treatment of Constipation,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/660a5b058aa74be5ad857d43f19ddeb8.jpg"
Fritolev,Treatment of Epilepsy/Seizures,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/rmlokcbgee3xyrb488mr.jpg"
Fenza-L,Treatment of Fungal skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/rv0be7d5ud0kddif2rhd.jpg"
Flame,Treatment of DepressionTreatment of Panic disorderTreatment of Obsessive-compulsive disorder,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/jcgyonvsw0tzlddhmed5.jpg"
Fibrogesic,Treatment of Neuropathic pain,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/ffdc7d6cd43e4436a0105183f10163af.jpg"
